order_item_id,order_id,product_id,user_id,quantity,item_price,item_total,order_date,order_status,total_amount,product_name,category,brand,price,rating,name,email,gender,city,signup_date,item_revenue
I00031603,O00014512,P001364,U003717,1.0,27.65,27.65,2025-01-07 07:04:36.270953,Returned,115.06,Acme Modern,Books,Acme,27.65,4.22,David Smith,justinfranco@example.com,Male,New Maryville,2024-01-29,27.65
I00031604,O00014513,P001473,U003214,3.0,88.39,265.17,2024-05-23 20:22:58.681213,Processing,738.18,Orion Former,Toys,Orion,88.39,3.14,Anna Smith,matthew26@example.net,Male,Pearsonview,2024-12-09,265.17
I00031605,O00014513,P000601,U003214,1.0,343.78,343.78,2024-05-23 20:22:58.681213,Processing,738.18,Acme Manage,Sports,Acme,343.78,3.5,Anna Smith,matthew26@example.net,Male,Pearsonview,2024-12-09,343.78
I00031606,O00014513,P001779,U003214,1.0,57.54,57.54,2024-05-23 20:22:58.681213,Processing,738.18,Orion Management,Clothing,Orion,57.54,4.39,Anna Smith,matthew26@example.net,Male,Pearsonview,2024-12-09,57.54
I00031607,O00014513,P000526,U003214,2.0,9.25,18.5,2024-05-23 20:22:58.681213,Processing,738.18,NeoTech Difficult,Groceries,NeoTech,9.25,2.89,Anna Smith,matthew26@example.net,Male,Pearsonview,2024-12-09,18.5
I00031546,O00014486,P001511,U001340,1.0,52.29,52.29,2024-01-21 10:44:06.799686,Shipped,498.56,,Books,GreenLeaf,52.29,3.49,Andrew Day,timothywilliams@example.org,Female,Port Devin,2025-04-12,52.29
I00031545,O00014486,P002000,U001340,3.0,64.11,192.33,2024-01-21 10:44:06.799686,Shipped,498.56,Harbor Whole,Books,Harbor,64.11,,Andrew Day,timothywilliams@example.org,Female,Port Devin,2025-04-12,192.32999999999998
I00031544,O00014485,P000435,U008086,1.0,,115.46,2025-06-24 03:14:22.056674,Returned,150.6,Astra Least,Books,Astra,115.46,3.81,Nicholas Vazquez,inelson@example.com,Other,Wrightmouth,2024-12-21,
I00031480,O00014455,P001521,U009290,2.0,818.59,1637.18,2024-02-25 10:48:54.841825,Completed,1986.19,Acme Likely,Automotive,Acme,818.59,4.61,Jennifer Joyce,meadowsthomas@example.com,Other,Aguirreland,2025-01-07,1637.18
I00031482,O00014456,P001411,U009490,1.0,52.89,52.89,2024-05-21 14:30:59.706436,Returned,1020.72,Astra Support,Clothing,Astra,52.89,3.58,Patrick Bowen,randytrevino@example.org,Female,North Caitlin,2025-08-25,52.89
I00031483,O00014457,P001219,U003499,1.0,28.04,28.04,2025-06-20 17:32:55.007042,Cancelled,28.04,Pulse Skin,Pet Supplies,Pulse,28.04,3.17,Michael Chapman,amandawarren@example.net,Other,Bowersstad,2025-02-26,28.04
I00031484,O00014458,P000376,U003236,1.0,549.81,549.81,2025-07-09 08:03:20.859139,Returned,615.27,Zenith Color,Automotive,Zenith,549.81,2.6,Jeffrey Butler,adamolson@example.com,Other,Jameston,2025-05-09,549.81
I00031485,O00014458,P001391,U003236,1.0,65.46,65.46,2025-07-09 08:03:20.859139,Returned,615.27,Astra Special,Toys,Astra,65.46,4.07,Jeffrey Butler,adamolson@example.com,Other,Jameston,2025-05-09,65.46
I00031486,O00014459,P001674,U001785,1.0,786.4,786.4,2025-01-29 03:57:03.413000,Processing,828.59,Orion Ahead,Electronics,Orion,786.4,4.49,Alexis Brown,xgrant@example.com,Male,Stevenston,2024-10-14,786.4
I00031487,O00014459,P000780,U001785,1.0,42.19,42.19,2025-01-29 03:57:03.413000,Processing,828.59,Nimbus Condition,Toys,Nimbus,42.19,2.56,Alexis Brown,xgrant@example.com,Male,Stevenston,2024-10-14,42.19
I00031488,O00014460,P001813,U005530,1.0,54.41,54.41,2024-05-12 11:36:32.471765,Cancelled,1874.39,Pulse Soon,Pet Supplies,Pulse,54.41,2.86,Alan Miller,nicolehunter@example.net,Female,West Katherineburgh,2024-11-08,54.41
I00031489,O00014460,P001161,U005530,2.0,12.66,25.32,2024-05-12 11:36:32.471765,Cancelled,1874.39,Willow Stuff,,Willow,12.66,3.63,Alan Miller,nicolehunter@example.net,Female,West Katherineburgh,2024-11-08,25.32
I00031490,O00014460,P000233,U005530,1.0,173.94,173.94,2024-05-12 11:36:32.471765,Cancelled,1874.39,Zenith Might,Sports,Zenith,173.94,2.64,Alan Miller,nicolehunter@example.net,Female,West Katherineburgh,2024-11-08,173.94
I00031493,O00014461,P000953,U000971,1.0,163.08,163.08,2024-03-05 17:58:35.995490,Cancelled,358.72,Everest Century,Sports,Everest,163.08,4.47,Marc Hall,cruzcarolyn@example.net,Other,North Ann,2025-01-23,163.08
I00031494,O00014461,P000250,U000971,1.0,162.91,162.91,2024-03-05 17:58:35.995490,Cancelled,358.72,Harbor Seek,Sports,Harbor,162.91,3.13,Marc Hall,cruzcarolyn@example.net,Other,North Ann,2025-01-23,162.91
I00031495,O00014462,P001515,U009789,1.0,40.8,40.8,2024-05-20 02:24:18.607064,Processing,1285.09,Zenith Reduce,Home & Kitchen,Zenith,40.8,3.99,Kathryn Wilkins,cynthia76@example.net,Female,Port Haleyton,2024-11-30,40.8
I00031496,O00014462,P001421,U009789,2.0,371.46,742.92,2024-05-20 02:24:18.607064,Processing,1285.09,Astra Mean,Electronics,Astra,371.46,4.41,Kathryn Wilkins,cynthia76@example.net,Female,Port Haleyton,2024-11-30,742.92
I00031497,O00014462,P000659,U009789,1.0,501.37,501.37,2024-05-20 02:24:18.607064,Processing,1285.09,Harbor Strong,Automotive,Harbor,501.37,3.5,Kathryn Wilkins,cynthia76@example.net,Female,Port Haleyton,2024-11-30,501.37
I00031498,O00014463,P001740,U008326,3.0,184.9,554.7,2024-01-14 09:28:46.097569,Shipped,554.7,Pulse Phone,Beauty,Pulse,184.9,3.14,Amanda Pierce,billygonzales@example.com,Female,North Albertville,2024-03-16,554.7
I00031499,O00014464,P001634,U004446,2.0,372.7,745.4,2025-08-09 20:55:05.811272,Processing,817.16,Pulse Outside,Electronics,Pulse,372.7,4.42,Daniel Leblanc,angela33@example.net,Male,Romeroshire,2024-11-10,745.4
I00031500,O00014464,P000825,U004446,3.0,23.92,71.76,2025-08-09 20:55:05.811272,Processing,817.16,Harbor National,Clothing,Harbor,23.92,4.35,Daniel Leblanc,angela33@example.net,Male,Romeroshire,2024-11-10,71.76
I00031481,O00014456,P001756,U009490,1.0,967.83,967.83,2024-05-21 14:30:59.706436,Returned,1020.72,Astra Book,Automotive,Astra,967.83,2.92,Patrick Bowen,randytrevino@example.org,Female,North Caitlin,2025-08-25,967.83
I00031479,O00014455,P000701,U009290,1.0,349.01,349.01,2024-02-25 10:48:54.841825,Completed,1986.19,Astra My,Home & Kitchen,Astra,349.01,3.07,Jennifer Joyce,meadowsthomas@example.com,Other,Aguirreland,2025-01-07,349.01
I00031543,O00014485,P001029,U008086,2.0,12.31,24.62,2025-06-24 03:14:22.056674,Returned,150.6,Zenith Might,Groceries,Zenith,12.31,4.43,Nicholas Vazquez,inelson@example.com,Other,Wrightmouth,2024-12-21,24.62
I00031478,O00014454,P001414,U008384,1.0,223.69,223.69,2024-07-15 11:30:17.168977,Returned,412.73,Astra Here,Beauty,Astra,223.69,2.81,Bradley Smith,reginald39@example.com,Female,Jenniferbury,2024-06-21,223.69
I00031461,O00014447,P000629,U004506,1.0,210.39,210.39,2024-08-23 21:38:30.067831,Returned,266.6,Willow A,Sports,Willow,210.39,3.12,Samuel Walker,cmorrison@example.com,Female,North Allison,2024-12-16,210.39
I00031462,O00014448,P000046,U009942,2.0,19.09,38.18,2025-01-14 13:37:54.336258,Shipped,309.08,Pulse Project,Pet Supplies,Pulse,19.09,4.52,Katrina Hull,nclayton@example.org,Male,Port Amanda,2024-03-24,38.18
I00031463,O00014448,P000476,U009942,1.0,,133.02,2025-01-14 13:37:54.336258,Shipped,309.08,Harbor Much,Automotive,Harbor,,4.38,Katrina Hull,nclayton@example.org,Male,Port Amanda,2024-03-24,
I00031464,O00014448,P000076,U009942,1.0,137.88,137.88,2025-01-14 13:37:54.336258,Shipped,309.08,Nimbus Test,Beauty,Nimbus,137.88,3.47,Katrina Hull,nclayton@example.org,Male,Port Amanda,2024-03-24,137.88
I00031465,O00014449,P001169,U002483,1.0,180.9,180.9,2024-05-29 00:43:18.676769,Cancelled,180.9,Solace Education,Sports,Solace,180.9,3.95,Linda Cooper,millstyler@example.net,Male,New Jennifer,2025-09-11,180.9
I00031466,O00014450,P001713,U006577,1.0,37.8,37.8,2025-06-29 17:21:31.837409,Processing,37.8,Zenith Into,Toys,Zenith,37.8,4.17,Theodore Grimes,michael31@example.org,Other,Lake Melissa,2024-12-04,37.8
I00031467,O00014451,P001642,U004181,3.0,5.55,16.65,2024-10-30 06:47:58.151056,Cancelled,1111.46,Acme Design,Groceries,Acme,5.55,3.76,Adrian Fitzgerald,hannahclay@example.com,Female,East Susan,2025-10-15,16.65
I00031468,O00014451,P000888,U004181,3.0,29.52,88.56,2024-10-30 06:47:58.151056,Cancelled,1111.46,Orion Instead,Home & Kitchen,Orion,29.52,4.5,Adrian Fitzgerald,hannahclay@example.com,Female,East Susan,2025-10-15,88.56
I00031469,O00014451,P001923,U004181,1.0,38.31,38.31,2024-10-30 06:47:58.151056,Cancelled,1111.46,Solace Surface,Toys,Solace,38.31,3.16,Adrian Fitzgerald,hannahclay@example.com,Female,East Susan,2025-10-15,38.31
I00031470,O00014451,P000273,U004181,1.0,913.33,913.33,2024-10-30 06:47:58.151056,Cancelled,1111.46,Willow Seem,Automotive,Willow,913.33,2.55,Adrian Fitzgerald,hannahclay@example.com,Female,East Susan,2025-10-15,913.33
I00031471,O00014451,P001033,U004181,1.0,54.61,54.61,2024-10-30 06:47:58.151056,Cancelled,1111.46,Orion Daughter,Toys,Orion,54.61,3.49,Adrian Fitzgerald,hannahclay@example.com,Female,East Susan,2025-10-15,54.61
I00031472,O00014452,P000927,U009180,1.0,1206.17,1206.17,2024-09-22 13:31:16.100600,Cancelled,1206.17,NeoTech Bring,Electronics,NeoTech,1206.17,3.35,Karen Michael,tracy13@example.net,,Port Stephenberg,2024-10-24,1206.17
I00031473,O00014453,P001541,U009094,1.0,636.16,636.16,2025-05-22 00:55:49.132690,Shipped,1353.95,Solace Tv,Automotive,Solace,636.16,3.93,Joshua Saunders,deleonandrew@example.org,Male,Hensleyville,2024-02-10,636.16
I00031474,O00014453,P000699,U009094,1.0,204.47,204.47,2025-05-22 00:55:49.132690,Shipped,1353.95,Nimbus Politics,Home & Kitchen,Nimbus,204.47,4.81,Joshua Saunders,deleonandrew@example.org,Male,Hensleyville,2024-02-10,204.47
I00031475,O00014453,P001701,U009094,1.0,513.32,513.32,2025-05-22 00:55:49.132690,Shipped,1353.95,Willow Executive,Electronics,Willow,513.32,4.66,Joshua Saunders,deleonandrew@example.org,Male,Hensleyville,2024-02-10,513.32
I00031476,O00014454,P000604,U008384,1.0,113.44,113.44,2024-07-15 11:30:17.168977,Returned,412.73,Pulse Economy,Pet Supplies,Pulse,113.44,4.4,Bradley Smith,reginald39@example.com,Female,Jenniferbury,2024-06-21,113.44
I00031477,O00014454,P001713,U008384,2.0,37.8,75.6,2024-07-15 11:30:17.168977,Returned,412.73,Zenith Into,Toys,Zenith,37.8,4.17,Bradley Smith,reginald39@example.com,Female,Jenniferbury,2024-06-21,75.6
I00031501,O00014465,P001573,U000050,2.0,50.66,101.32,2024-01-07 07:09:04.114847,Processing,1953.62,Zenith Civil,Toys,Zenith,50.66,3.62,Adam Bell,acastaneda@example.net,Female,South Jeffrey,2024-09-17,101.32
I00031502,O00014465,P000651,U000050,2.0,926.15,1852.3,2024-01-07 07:09:04.114847,Processing,1953.62,Solace Option,,Solace,926.15,3.53,Adam Bell,acastaneda@example.net,Female,South Jeffrey,2024-09-17,1852.3
I00031503,O00014466,P000742,U009058,1.0,3.69,3.69,2025-07-05 07:54:30.211536,Returned,1090.31,Everest Read,Books,Everest,3.69,4.88,Thomas Cannon,jeremyscott@example.org,Other,Jessicabury,2024-01-16,3.69
I00031504,O00014466,P000294,U009058,2.0,543.31,1086.62,2025-07-05 07:54:30.211536,Returned,1090.31,Zenith Recently,Automotive,Zenith,543.31,3.48,Thomas Cannon,jeremyscott@example.org,Other,Jessicabury,2024-01-16,1086.62
I00031526,O00014478,P001210,U002754,3.0,66.98,200.94,2024-04-24 07:09:31.679532,Shipped,1318.95,GreenLeaf Realize,Books,GreenLeaf,66.98,3.34,Charles Williams,lorrainemurphy@example.org,Male,Ericksonstad,2024-08-09,200.94
I00031527,O00014478,P000544,U002754,1.0,248.05,248.05,2024-04-24 07:09:31.679532,Shipped,1318.95,Orion Now,Clothing,Orion,248.05,4.0,Charles Williams,lorrainemurphy@example.org,Male,Ericksonstad,2024-08-09,248.05
I00031528,O00014478,P000672,U002754,1.0,370.64,370.64,2024-04-24 07:09:31.679532,Shipped,1318.95,,Automotive,Pulse,370.64,3.87,Charles Williams,lorrainemurphy@example.org,Male,Ericksonstad,2024-08-09,370.64
I00031529,O00014478,P000079,U002754,2.0,71.29,142.58,2024-04-24 07:09:31.679532,Shipped,1318.95,Orion However,Pet Supplies,Orion,71.29,3.22,Charles Williams,lorrainemurphy@example.org,Male,Ericksonstad,2024-08-09,142.58
I00031530,O00014478,P001026,U002754,1.0,168.25,168.25,2024-04-24 07:09:31.679532,Shipped,1318.95,Harbor Hospital,Clothing,Harbor,168.25,3.89,Charles Williams,lorrainemurphy@example.org,Male,Ericksonstad,2024-08-09,168.25
I00031531,O00014478,P001652,U002754,1.0,188.49,188.49,2024-04-24 07:09:31.679532,Shipped,1318.95,Nimbus Word,Sports,Nimbus,188.49,3.65,Charles Williams,lorrainemurphy@example.org,Male,Ericksonstad,2024-08-09,188.49
I00031532,O00014479,P001670,U008872,1.0,110.43,110.43,2024-04-15 23:45:11.257635,Returned,110.43,NeoTech Outside,Beauty,NeoTech,110.43,2.78,Stephanie Marshall,jerry45@example.net,,Cassandraberg,2024-06-14,110.43
I00031533,O00014480,P000446,U006089,1.0,68.43,68.43,2025-01-01 08:31:48.912550,Processing,106.55,,Clothing,GreenLeaf,68.43,3.24,Joel Johnson,jessica52@example.net,Female,Port Nicholas,2024-05-12,68.43
I00031534,O00014480,P000371,U006089,2.0,19.06,38.12,2025-01-01 08:31:48.912550,Processing,106.55,NeoTech Stand,Groceries,NeoTech,19.06,4.9,Joel Johnson,jessica52@example.net,Female,Port Nicholas,2024-05-12,38.12
I00031535,O00014481,P000925,U000656,2.0,19.35,38.7,2024-02-23 10:59:54.320304,Returned,38.7,Harbor Size,Books,Harbor,19.35,4.76,Gregory Phelps,dcasey@example.org,Male,Carolynland,2025-03-26,38.7
I00031536,O00014482,P001062,U005302,1.0,90.37,90.37,2025-05-02 19:29:43.458319,Completed,90.37,Acme Paper,Sports,Acme,90.37,2.67,Jessica Hughes,david33@example.com,Other,Hendersonside,2025-03-02,90.37
I00031537,O00014483,P001861,U009040,1.0,47.06,47.06,2024-03-23 21:25:09.438674,Processing,89.56,Acme Must,Books,Acme,47.06,3.54,Taylor Baker,gonzalezjared@example.net,Male,Port Julie,2025-03-13,47.06
I00031538,O00014483,P000609,U009040,1.0,42.5,42.5,2024-03-23 21:25:09.438674,Processing,89.56,Zenith Nation,Books,Zenith,42.5,4.81,Taylor Baker,gonzalezjared@example.net,Male,Port Julie,2025-03-13,42.5
I00031539,O00014484,P000598,U002549,1.0,4.68,4.68,2025-04-29 00:01:09.753552,Cancelled,50.96,Nimbus Pass,,Nimbus,4.68,,Daisy Evans,veronica90@example.net,Other,South Michelle,2024-07-31,4.68
I00031540,O00014484,P001621,U002549,1.0,15.11,15.11,2025-04-29 00:01:09.753552,Cancelled,50.96,Harbor College,Home & Kitchen,Harbor,15.11,4.76,Daisy Evans,veronica90@example.net,Other,South Michelle,2024-07-31,15.11
I00031541,O00014484,P001073,U002549,1.0,31.17,31.17,2025-04-29 00:01:09.753552,Cancelled,50.96,Everest Own,Beauty,Everest,31.17,2.56,Daisy Evans,veronica90@example.net,Other,South Michelle,2024-07-31,31.17
I00031542,O00014485,P000408,U008086,1.0,10.52,10.52,2025-06-24 03:14:22.056674,Returned,150.6,GreenLeaf Green,Pet Supplies,GreenLeaf,10.52,3.72,Nicholas Vazquez,inelson@example.com,Other,Wrightmouth,2024-12-21,10.52
I00031525,O00014477,P001410,U003163,2.0,70.68,141.36,2025-01-04 21:35:40.083245,Processing,141.36,,Sports,NeoTech,70.68,3.66,Steven Cox,susan13@example.org,Other,Jenkinshaven,2024-05-08,141.36
I00031523,O00014475,P001530,U003005,1.0,125.28,125.28,2024-08-09 04:50:11.965361,Returned,687.93,NeoTech Collection,Sports,NeoTech,125.28,2.51,Karen Valentine,joshuarose@example.com,Female,Jacobfort,2025-08-08,125.28
I00031522,O00014475,P001727,U003005,1.0,228.38,228.38,2024-08-09 04:50:11.965361,Returned,687.93,Harbor Resource,Home & Kitchen,Harbor,228.38,3.52,Karen Valentine,joshuarose@example.com,Female,Jacobfort,2025-08-08,228.38
I00031512,O00014469,P000734,U009276,1.0,86.34,86.34,2025-08-22 10:01:01.743499,Processing,552.59,Acme Like,Clothing,Acme,86.34,,Tamara Cobb,suzannestewart@example.com,Male,Robinshire,2024-01-06,86.34
I00031505,O00014467,P000560,U009740,2.0,16.86,33.72,2024-07-05 18:24:49.570938,Processing,894.53,Everest End,Toys,Everest,16.86,2.9,Jesus Harvey,etorres@example.com,Other,Lake Roy,2024-12-07,33.72
I00031506,O00014467,P001485,U009740,1.0,850.61,850.61,2024-07-05 18:24:49.570938,Processing,894.53,Pulse Lose,Electronics,Pulse,850.61,4.58,Jesus Harvey,etorres@example.com,Other,Lake Roy,2024-12-07,850.61
I00031507,O00014467,P000247,U009740,1.0,10.2,10.2,2024-07-05 18:24:49.570938,Processing,894.53,Solace Finish,Books,Solace,10.2,3.76,Jesus Harvey,etorres@example.com,Other,Lake Roy,2024-12-07,10.2
I00031508,O00014468,P001373,U005702,1.0,815.01,815.01,2025-01-28 17:33:04.582428,Completed,1201.76,Solace Make,Electronics,Solace,815.01,2.56,Shawn Greene,perrybarbara@example.net,Female,New Ashleebury,2025-03-01,815.01
I00031509,O00014468,P000045,U005702,1.0,36.34,36.34,2025-01-28 17:33:04.582428,Completed,1201.76,Nimbus Wrong,Automotive,Nimbus,36.34,4.81,Shawn Greene,perrybarbara@example.net,Female,New Ashleebury,2025-03-01,36.34
I00031510,O00014468,P000040,U005702,1.0,350.41,350.41,2025-01-28 17:33:04.582428,Completed,1201.76,Acme Night,Home & Kitchen,Acme,350.41,4.74,Shawn Greene,perrybarbara@example.net,Female,New Ashleebury,2025-03-01,350.41
I00031511,O00014469,P000382,U009276,1.0,466.25,466.25,2025-08-22 10:01:01.743499,Processing,552.59,Astra Understand,Automotive,Astra,466.25,3.04,Tamara Cobb,suzannestewart@example.com,Male,Robinshire,2024-01-06,466.25
I00031513,O00014470,P001954,U009522,2.0,26.54,53.08,2025-06-19 19:51:19.599328,Completed,140.62,Astra Kitchen,Toys,Astra,26.54,2.63,Mark Marsh,katherine49@example.org,Male,Priceborough,2024-08-19,53.08
I00031521,O00014475,P001264,U003005,1.0,97.57,97.57,2024-08-09 04:50:11.965361,Returned,687.93,Orion Western,Home & Kitchen,Orion,97.57,2.84,Karen Valentine,joshuarose@example.com,Female,Jacobfort,2025-08-08,97.57
I00031514,O00014470,P001817,U009522,1.0,87.54,87.54,2025-06-19 19:51:19.599328,Completed,140.62,Harbor Not,,Harbor,87.54,2.91,Mark Marsh,katherine49@example.org,Male,Priceborough,2024-08-19,87.54
I00031515,O00014471,P000002,U003700,3.0,21.46,64.38,2024-04-12 14:20:59.281029,Returned,64.38,NeoTech Someone,Groceries,NeoTech,21.46,3.87,Rebecca Flores,antonio26@example.org,Other,West Anthony,2024-09-24,64.38
I00031516,O00014472,P000646,U006446,1.0,19.76,19.76,2025-06-02 08:34:00.866087,Cancelled,19.76,Zenith Study,Books,Zenith,19.76,4.09,Kathleen Scott,lisa81@example.com,Other,Brendaview,2024-05-01,19.76
I00031517,O00014473,P001066,U000295,1.0,154.29,154.29,2024-01-13 01:26:42.002309,Completed,154.29,Nimbus Time,Home & Kitchen,Nimbus,154.29,3.61,Christopher Boone,david70@example.org,Male,Underwoodfurt,2025-07-07,154.29
I00031518,O00014474,P000640,U003369,1.0,130.31,130.31,2024-06-13 18:23:39.280569,,205.61,Zenith Rise,Automotive,Zenith,130.31,3.03,Wanda Bryant,jennifermeyer@example.org,Female,Carrilloshire,2025-07-14,130.31
I00031519,O00014474,P000022,U003369,2.0,37.65,75.3,2024-06-13 18:23:39.280569,,205.61,Nimbus Sit,Clothing,Nimbus,37.65,4.54,Wanda Bryant,jennifermeyer@example.org,Female,Carrilloshire,2025-07-14,75.3
I00031520,O00014475,P000758,U003005,1.0,236.7,236.7,2024-08-09 04:50:11.965361,Returned,687.93,NeoTech Guess,Automotive,NeoTech,236.7,4.54,Karen Valentine,joshuarose@example.com,Female,Jacobfort,2025-08-08,236.7
I00031630,O00014522,P000923,U007142,1.0,6.52,6.52,2024-08-23 07:33:54.735255,Cancelled,699.4,NeoTech Change,Groceries,NeoTech,6.52,4.04,Tony Carpenter,joseph00@example.org,Other,West Ryanshire,2024-05-14,6.52
I00031632,O00014523,P000193,U004677,1.0,794.73,794.73,2025-02-04 10:07:11.408475,Cancelled,980.19,Everest Nearly,Automotive,Everest,794.73,4.21,Robin Brooks,lindathompson@example.com,Other,Melissafurt,2025-02-18,794.73
I00031459,O00014446,P001407,U004846,2.0,218.95,437.9,2024-08-26 00:36:49.114257,Completed,770.97,Nimbus Line,Home & Kitchen,Nimbus,218.95,2.87,Sylvia Hubbard,kaylee54@example.net,Other,Lake Adam,2024-12-24,437.9
I00031738,O00014570,P000598,U000963,1.0,4.68,4.68,2025-10-17 15:03:37.749947,Cancelled,4.68,Nimbus Pass,,Nimbus,4.68,,Christina Payne,aimeescott@example.org,Male,,2024-11-26,4.68
I00031740,O00014571,P001248,U004471,1.0,1233.14,1233.14,2025-07-08 10:21:39.206192,Shipped,1515.11,GreenLeaf Happen,Electronics,GreenLeaf,1233.14,2.86,Adam Thomas,gardnervanessa@example.com,Male,West Sara,2024-05-07,1233.14
I00031741,O00014571,P001144,U004471,1.0,96.51,96.51,2025-07-08 10:21:39.206192,Shipped,1515.11,GreenLeaf Know,Clothing,GreenLeaf,96.51,3.72,Adam Thomas,gardnervanessa@example.com,Male,West Sara,2024-05-07,96.51
I00031742,O00014572,P001572,U009848,2.0,67.51,135.02,2024-01-19 00:19:55.807973,Completed,721.96,Everest Stop,Pet Supplies,Everest,67.51,4.79,Richard Gibson,danavaldez@example.org,Other,,2024-05-18,135.02
I00031743,O00014572,P000644,U009848,2.0,293.47,586.94,2024-01-19 00:19:55.807973,Completed,721.96,NeoTech Investment,Automotive,NeoTech,293.47,2.86,Richard Gibson,danavaldez@example.org,Other,,2024-05-18,586.94
I00031744,O00014573,P000943,U007598,1.0,111.58,111.58,2025-09-05 11:55:45.621265,Returned,111.58,Willow Discuss,Clothing,Willow,111.58,4.18,Caitlin Graham,tbradley@example.net,Female,,2024-05-06,111.58
I00031745,O00014574,P000352,U006310,1.0,112.71,112.71,2024-04-13 01:01:32.463995,Cancelled,,Everest Daughter,Toys,Everest,112.71,3.97,Evan Nash,combsdaniel@example.org,Male,Watersmouth,2024-04-23,112.71
I00031746,O00014574,P000508,U006310,2.0,177.88,355.76,2024-04-13 01:01:32.463995,Cancelled,,Zenith Small,Electronics,Zenith,177.88,,Evan Nash,combsdaniel@example.org,Male,Watersmouth,2024-04-23,355.76
I00031747,O00014575,P000714,U008317,2.0,22.55,45.1,2025-06-18 00:23:42.054662,Returned,481.94,Everest Economic,Groceries,Everest,22.55,3.91,Robert Nelson,jennasnyder@example.org,Female,South Eileenton,2024-07-22,45.1
I00031748,O00014575,P000417,U008317,2.0,218.42,436.84,2025-06-18 00:23:42.054662,Returned,481.94,Astra Lose,Beauty,Astra,218.42,4.27,Robert Nelson,jennasnyder@example.org,Female,South Eileenton,2024-07-22,436.84
I00031749,O00014576,P000748,U008816,2.0,128.37,256.74,2024-02-22 06:33:27.637019,Completed,,Willow Remain,Clothing,Willow,128.37,2.86,Timothy Green,paul88@example.com,Female,East Jennifer,2025-04-24,256.74
I00031750,O00014577,P001735,U002391,2.0,13.04,26.08,2024-09-11 11:58:23.069221,Cancelled,325.74,Astra West,Groceries,Astra,13.04,3.27,Rhonda Miller,megan94@example.org,Male,,2024-10-10,26.08
I00031751,O00014577,P000152,U002391,1.0,299.66,299.66,2024-09-11 11:58:23.069221,Cancelled,325.74,Zenith Soon,Sports,Zenith,299.66,4.64,Rhonda Miller,megan94@example.org,Male,,2024-10-10,299.66
I00031752,O00014578,P000409,U006057,1.0,11.8,11.8,2025-11-14 05:50:16.398194,Shipped,11.8,Pulse Idea,Groceries,Pulse,11.8,4.77,Marissa Schaefer,garciatanya@example.org,Female,Port Sarahton,2025-03-01,11.8
I00031753,O00014579,P000110,U004842,2.0,154.67,309.34,2025-01-25 05:47:09.754120,,3287.02,Zenith Coach,Clothing,Zenith,154.67,2.5,Jonathan Gross,david49@example.com,Male,Barkermouth,2025-10-19,309.34
I00031754,O00014579,P001493,U004842,3.0,992.56,2977.68,2025-01-25 05:47:09.754120,,3287.02,Solace Lead,Electronics,Solace,992.56,3.1,Jonathan Gross,david49@example.com,Male,Barkermouth,2025-10-19,2977.68
I00031755,O00014580,P000079,U008052,1.0,71.29,71.29,2025-04-30 03:14:44.305274,Returned,71.29,Orion However,Pet Supplies,Orion,71.29,3.22,Ronnie Morrison,pjennings@example.com,Other,New Gregory,2025-03-11,71.29
I00031756,O00014581,P000878,U006779,1.0,56.03,56.03,2024-09-27 19:02:03.263875,Cancelled,551.96,Orion Thought,Books,Orion,56.03,4.56,George Kirk,monicajackson@example.org,Other,Allenland,2024-03-02,56.03
I00031739,O00014571,P000762,U004471,1.0,185.46,185.46,2025-07-08 10:21:39.206192,Shipped,1515.11,Everest Response,Clothing,Everest,185.46,3.87,Adam Thomas,gardnervanessa@example.com,Male,West Sara,2024-05-07,185.46
I00031737,O00014569,P001477,U006936,1.0,25.96,25.96,2024-05-22 12:20:49.183073,Cancelled,25.96,GreenLeaf East,Beauty,GreenLeaf,25.96,3.3,Vernon Becker,fcummings@example.com,Female,New Joyburgh,2025-10-07,25.96
I00031758,O00014581,P001899,U006779,1.0,49.77,49.77,2024-09-27 19:02:03.263875,Cancelled,551.96,Everest International,Toys,Everest,49.77,3.47,George Kirk,monicajackson@example.org,Other,Allenland,2024-03-02,49.77
I00031736,O00014568,P001155,U001897,1.0,175.11,175.11,2024-07-08 19:27:21.591773,Returned,732.77,Solace School,Clothing,Solace,175.11,4.06,Victoria Clark,nnunez@example.org,Female,Russellland,2025-07-31,175.11
I00031718,O00014561,P001051,U005300,2.0,472.13,944.26,2024-09-29 21:13:08.518867,Returned,1755.21,Nimbus Tonight,Electronics,Nimbus,472.13,2.61,Ryan Wright,lucerodeborah@example.net,Other,New Steven,2025-03-17,944.26
I00031719,O00014561,P001633,U005300,2.0,132.13,264.26,2024-09-29 21:13:08.518867,Returned,1755.21,Nimbus Drive,Home & Kitchen,Nimbus,132.13,3.85,Ryan Wright,lucerodeborah@example.net,Other,New Steven,2025-03-17,264.26
I00031721,O00014562,P000012,U007717,1.0,1299.71,1299.71,2025-03-06 13:14:27.230735,Returned,1452.32,GreenLeaf Road,Electronics,GreenLeaf,1299.71,3.61,Matthew Bailey,,Male,North Matthew,2024-02-18,1299.71
I00031722,O00014562,P001614,U007717,1.0,97.47,97.47,2025-03-06 13:14:27.230735,Returned,1452.32,Solace Create,Clothing,Solace,97.47,2.92,Matthew Bailey,,Male,North Matthew,2024-02-18,97.47
