event_id,user_id,product_id,event_type,event_timestamp,name,email,gender,city,signup_date,product_name,category,brand,price,rating
E00043080,U000754,P001927,View,2025-10-10 02:13:26.012050,Mark Brown,johnsonryan@example.org,Male,Marybury,2024-05-14,Pulse Conference,Pet Supplies,Pulse,32.11,2.78
E00043079,U009815,P001242,View,2024-12-23 12:40:34.942372,Catherine Frye,kimberly25@example.com,Other,South Lindsey,2025-09-11,Astra Collection,Clothing,Astra,99.47,3.84
E00043078,U006277,P000175,Cart,2025-05-04 14:21:52.211570,Eric Farmer,janekirby@example.com,Male,Christopherborough,2025-01-13,GreenLeaf Company,Automotive,GreenLeaf,22.44,3.04
E00043077,U006981,P001733,View,2024-01-24 00:00:58.123383,Tommy Luna,ypayne@example.net,Male,Martineztown,2024-12-05,Zenith Hour,Clothing,Zenith,166.64,3.39
E00043076,U005270,P000788,Wishlist,2025-03-07 10:21:59.902936,Michael Miller,tball@example.com,Female,Helentown,2025-05-15,Solace Activity,Pet Supplies,Solace,95.98,4.03
E00043075,U008679,P000484,View,2024-12-18 14:55:55.347559,Ashley Jackson,ejordan@example.org,Male,North Jennifer,2025-10-28,Everest Almost,Beauty,Everest,104.34,4.89
E00043074,U000463,P000541,Purchase,2024-08-19 17:10:46.401506,Benjamin Mann,amy73@example.net,Male,New Michael,2024-06-20,Zenith List,Home & Kitchen,Zenith,102.1,3.9
E00043073,U006242,P000331,View,2025-06-19 21:59:55.938735,Sue Mathews,rachel18@example.net,Female,Carlchester,2025-02-22,Everest Million,Sports,Everest,112.6,4.02
E00043072,U005720,P000661,View,2025-08-26 03:58:36.428918,Patrick Weber,davidstrong@example.org,Female,South William,2024-08-15,Acme Black,Toys,Acme,10.61,4.03
E00043071,U007751,P001297,View,2025-04-19 18:32:41.992082,David Valenzuela,jenniferbarnes@example.net,Male,Steelefort,2024-05-02,Nimbus Property,Toys,Nimbus,92.89,4.07
E00043070,U003898,P000416,Cart,2025-01-27 18:17:53.100806,Yvonne Delgado,darleneroberts@example.com,Other,Lake Daniel,2024-11-21,Nimbus Only,Home & Kitchen,Nimbus,54.42,4.25
E00043069,U000571,P000352,View,2025-07-06 06:48:36.117693,Wendy Holland,amanda51@example.com,Other,Deborahburgh,2024-02-07,Everest Daughter,Toys,Everest,112.71,3.97
E00043084,U006140,P001021,View,2024-01-01 12:05:17.086068,Gregory Nelson,amandadelacruz@example.org,Male,Lawsonchester,2025-08-15,Solace Fund,Beauty,Solace,72.4,2.98
E00043086,U009497,P000785,View,2025-05-20 10:30:18.539850,Elizabeth Williams,amanda54@example.org,Female,Ianland,2024-01-13,Orion Down,Toys,Orion,111.12,2.82
E00043067,U009360,P000419,Cart,2025-07-16 16:14:50.515152,James Coleman,tiffanyfernandez@example.com,Other,North Phillipmouth,2024-11-26,Astra Remain,Groceries,Astra,18.47,3.73
E00043087,U004651,P000842,View,2024-09-05 08:07:47.206385,Karen Johnson,gthompson@example.org,Female,Cherylville,2024-05-26,NeoTech Who,Home & Kitchen,NeoTech,239.55,3.9
E00043103,U002194,P000314,View,2025-09-11 08:50:09.146279,Sarah Williams,bobfoster@example.com,Female,West Bradleyhaven,2024-02-03,Everest According,Books,Everest,79.29,4.76
E00043102,U004081,P001358,View,2024-12-25 13:55:43.010524,Justin Oneal,christopher60@example.org,Other,Jacquelinestad,2025-10-27,Orion Film,Books,Orion,54.48,2.84
E00043101,U004476,P001909,Cart,2025-09-25 20:40:45.606482,Lauren Baker,kennethrivera@example.org,Male,South Ronald,2025-03-01,Orion Head,Beauty,Orion,69.0,2.73
E00043099,U000802,P001320,View,2024-07-03 11:57:35.851710,Daniel Murphy,colleenvilla@example.com,Male,Martinezborough,2024-10-11,Pulse Five,Electronics,Pulse,828.09,3.4
E00043098,U006066,P001702,View,2024-07-15 15:22:56.206142,Wendy Evans,robert50@example.com,Male,Robertview,2025-02-17,Pulse Set,Beauty,Pulse,154.05,4.07
E00043097,U007596,P000239,Cart,2025-03-04 15:23:38.904776,Danielle Poole,parsonsjacqueline@example.net,Other,Port Derekmouth,2024-09-01,Zenith Commercial,Sports,Zenith,180.4,2.91
E00043096,U007655,P001675,Cart,2024-05-07 14:59:38.429061,Vincent Hardy,vincentsnyder@example.com,Other,West Kerri,2025-07-15,Solace Majority,Groceries,Solace,5.2,4.87
E00043095,U004044,P001229,Cart,2024-01-22 17:54:31.655527,Micheal Webster,victoria46@example.net,,Port Denise,2025-06-04,Willow Experience,Electronics,Willow,1477.45,4.21
E00043094,U003207,P001356,Cart,2025-02-11 16:49:44.931909,John Patrick,lindsey64@example.net,Male,East Christina,2025-04-25,Zenith Center,Toys,Zenith,48.15,2.52
E00043093,U006926,P001075,Wishlist,2024-04-24 18:03:01.639051,Ann Martin,pam28@example.com,Other,Port Amandaside,2024-11-18,Harbor Describe,Books,Harbor,37.33,2.57
E00043092,U000220,P000074,View,2025-04-01 19:19:17.064785,Cole Hernandez,christineking@example.com,Male,Lauraland,2024-03-14,,Toys,Willow,40.24,4.52
E00043091,U002523,P001281,Cart,2025-01-09 00:07:42.025122,Patrick George,caleb40@example.com,Female,New Clinton,2025-10-01,Solace Loss,Pet Supplies,Solace,43.98,4.69
E00043090,U007255,P000158,View,2025-01-23 18:05:53.099811,William Foster,timothyevans@example.com,Female,,2024-01-15,Zenith Accept,Sports,Zenith,314.58,4.02
E00043089,U000322,P001296,View,2025-03-02 01:25:04.871300,Angela Arnold,april09@example.net,Female,Rodriguezberg,2024-02-29,Harbor Pick,Toys,Harbor,14.7,3.58
E00043088,U009232,P001338,Cart,2024-02-25 00:47:48.037411,Casey George,jonathan39@example.com,Other,New Alan,2024-07-14,Astra Key,Beauty,Astra,54.86,4.06
E00043068,U003009,P000376,View,2025-03-02 18:38:43.421906,Robert Conrad,wongsean@example.com,Female,Stevenport,2024-01-09,Zenith Color,Automotive,Zenith,549.81,2.6
E00043066,U004977,P001884,Cart,2025-03-15 15:27:16.180088,Tammy Silva,tony37@example.org,Other,Lake Jamesberg,2025-01-26,Everest Type,Groceries,Everest,15.66,3.23
E00043028,U001479,P001732,View,2024-12-06 11:48:58.501253,Misty Nguyen,hgray@example.net,Other,Scottborough,2025-06-21,Pulse Baby,Electronics,Pulse,417.15,2.63
E00043047,U003716,P001438,View,2024-02-13 04:19:17.807977,Alexis Christian,zachary99@example.org,Female,Melissahaven,2024-01-06,Zenith Word,Home & Kitchen,Zenith,417.75,2.59
E00043045,U000888,P001357,View,2024-10-21 17:31:56.874279,Felicia Townsend,markfigueroa@example.com,Other,Johnview,2025-04-02,Nimbus Task,Groceries,Nimbus,19.99,
E00043044,U001649,P000004,View,2025-09-08 01:03:09.989608,Richard Coleman,tammy90@example.org,Female,North Sergiofort,2025-11-01,Nimbus South,Electronics,Nimbus,541.41,4.14
E00043043,U001663,P000503,View,2024-08-16 10:47:27.336656,Frederick Santiago,stevengoodwin@example.net,Other,Beckton,2024-07-03,Harbor Cup,Clothing,Harbor,90.57,4.4
E00043042,U007571,P000207,Cart,2024-08-01 20:55:40.755718,Jasmin Hoffman,lewisheather@example.org,Other,West Kristinmouth,2025-05-16,GreenLeaf Painting,Clothing,GreenLeaf,227.28,3.4
E00043041,U002581,P001294,Wishlist,2025-10-10 23:21:12.943456,Timothy Mcdonald,parkersean@example.org,Other,Christophermouth,2025-10-17,Solace But,Toys,Solace,45.66,4.28
E00043040,U008045,P001060,Purchase,2024-04-15 08:28:48.010752,Stephanie Harrington,pateldonald@example.com,Other,,2025-05-20,Zenith Structure,Home & Kitchen,Zenith,307.27,4.85
E00043039,U002248,P000520,Wishlist,2025-10-11 03:35:02.332373,Hayley Evans,berrytyrone@example.net,Female,New John,2024-09-15,Acme Appear,Beauty,Acme,161.29,2.57
E00043038,U006457,P001505,Cart,2024-05-24 19:15:05.231067,Joshua Gross,rebekahjennings@example.org,Male,Lake Danaberg,2024-01-15,NeoTech Score,Clothing,NeoTech,142.27,3.54
E00043037,U008852,P000070,View,2025-05-15 04:51:02.328826,Brittany Hernandez,sonia33@example.com,Female,Rogersland,2024-01-24,Solace Other,Electronics,Solace,802.45,3.67
E00043035,U003290,P001479,View,2024-07-21 01:05:28.075765,Amanda Jackson,keithdaniels@example.net,Female,,2025-07-20,Pulse Pm,Electronics,Pulse,624.52,2.69
E00043034,U007707,P000724,View,2024-12-17 12:06:17.695224,Rebecca Palmer,rthomas@example.org,Female,East Laura,2025-04-13,Zenith Forget,Groceries,Zenith,20.92,4.51
E00043033,U000489,P000435,Cart,2025-07-05 01:13:53.703228,Heather Nelson,apena@example.org,Female,Guerrerostad,2024-05-17,Astra Least,Books,Astra,115.46,3.81
E00043032,U007399,P001050,View,2024-08-27 13:22:20.247516,Amy Everett,hsingleton@example.org,Other,Stewartside,2025-02-10,Acme If,Electronics,Acme,598.07,3.16
E00043031,U001785,P001208,Purchase,2025-04-09 04:53:00.121725,Alexis Brown,xgrant@example.com,Male,Stevenston,2024-10-14,Pulse All,Automotive,Pulse,600.89,4.83
E00043030,U007702,P001517,View,2025-03-17 07:40:47.388347,Alex Mason,floresanna@example.org,Other,Port Johnfurt,2025-07-27,GreenLeaf Present,Clothing,GreenLeaf,233.7,4.04
E00043046,U009265,P000228,View,2024-05-09 14:16:20.613164,Kristin Morgan,rwilson@example.com,Female,Jonesmouth,2024-04-19,Everest Tv,Automotive,Everest,253.79,3.25
E00043048,U000562,P001473,View,2024-03-22 22:31:37.430269,Connor Garcia,ubell@example.com,Male,Jamestown,2024-01-09,Orion Former,Toys,Orion,88.39,3.14
E00043065,U003099,P000907,View,2024-09-09 02:21:06.629046,Katrina Lopez,robertsonnathan@example.com,Other,West Cheyennebury,2024-08-14,NeoTech Building,Pet Supplies,NeoTech,54.46,3.57
E00043049,U009454,P000737,View,2025-09-09 04:30:56.571556,Dylan James,theresacampbell@example.net,Other,Port Teresaton,2025-06-08,Zenith Pm,Clothing,Zenith,92.23,4.32
E00043064,U008610,P000694,View,2024-10-01 22:53:19.080090,Samuel Hamilton,walterbruce@example.net,Male,Port Elizabeth,2024-09-12,Orion Even,Home & Kitchen,Orion,318.23,2.75
E00043063,U004821,P000648,View,2024-07-14 10:30:30.964303,Tasha Garcia,ypham@example.org,Other,Reedburgh,2024-11-21,Astra Federal,Pet Supplies,Astra,6.52,2.79
E00043062,U005354,P001894,View,2025-06-09 03:30:02.290973,Mark Lyons,davidrichardson@example.org,Male,West Davidton,2024-07-25,NeoTech Must,Clothing,NeoTech,51.65,2.56
E00043061,U002765,P000196,Purchase,2025-01-23 01:35:43.952581,Terri Myers,cruzjohn@example.net,Male,,2024-07-11,Willow Expert,Beauty,Willow,11.83,3.38
E00043060,U002124,P001552,View,2024-07-31 23:37:03.598834,Nicole Johnson,perezjohn@example.com,Female,Vargasbury,2024-10-08,Nimbus Key,Automotive,Nimbus,27.47,3.66
E00043059,U000744,P000830,View,2024-07-14 02:05:36.413431,Mark Sloan,deborahsmith@example.com,Male,North Emilychester,2025-10-17,Orion Unit,Toys,Orion,72.45,4.25
E00043058,U006712,P001888,View,2025-02-28 08:36:42.860874,Stephanie Woodard,nicole37@example.org,Male,Port Ashleytown,2024-07-22,NeoTech Late,Groceries,NeoTech,16.14,2.95
E00043057,U007458,P000945,View,2025-01-31 06:39:55.401322,Carrie Acosta,cstevens@example.com,Female,North Ethan,2025-03-14,Astra Later,Automotive,Astra,687.01,4.2
E00043056,U006214,P000721,View,2024-02-04 14:39:21.866887,James Wood,ydavis@example.org,Female,West Tonyberg,2024-06-28,GreenLeaf Measure,Toys,GreenLeaf,52.92,3.74
E00043055,U009043,P000783,View,2024-08-12 12:55:57.706082,Douglas Robinson,millerpatricia@example.org,Other,New Feliciaburgh,2024-05-25,Acme View,Automotive,Acme,134.24,3.39
E00043054,U003008,P001312,View,2024-05-12 03:18:53.112071,Karen Alvarez,megan27@example.com,Other,New Alan,2025-11-01,Harbor Group,Sports,Harbor,208.6,3.97
E00043053,U007341,P000210,View,2024-07-28 01:29:58.899034,Karl Lucas,,Other,,2025-04-28,Nimbus Little,Toys,Nimbus,253.94,4.19
E00043052,U005723,P001001,Purchase,2024-03-28 20:12:53.787602,Candice Rivera,sandersdaniel@example.com,Other,Kennedyside,2025-04-21,Everest She,Books,Everest,25.73,2.79
E00043051,U004212,P000482,View,2025-05-01 12:58:42.306672,Michael Moreno,lisawise@example.org,Male,Jameschester,2024-01-25,Astra Buy,Pet Supplies,Astra,62.62,4.11
E00043050,U005136,P000769,View,2024-08-18 20:06:12.667109,Gary Garcia,mary84@example.org,Male,New Elizabeth,2024-07-23,Orion Above,Electronics,Orion,775.52,
E00043104,U009365,P000063,View,2025-07-04 21:29:36.501642,David Moore,ojohnson@example.net,Female,Sosaville,2024-11-11,Pulse Eight,Groceries,Pulse,18.77,3.33
E00043105,U007080,P001778,View,2025-08-11 10:44:47.202336,Logan Morris,leecharlene@example.net,Female,Port Emilyfort,2025-08-04,Solace Minute,Toys,Solace,10.29,2.91
E00043106,U004507,P001091,Cart,2024-06-13 20:12:31.553794,Jonathan Page,smithjustin@example.net,Female,Lake Tony,2024-05-28,Solace Owner,Home & Kitchen,Solace,215.69,4.31
E00043164,U005183,P000182,View,2024-12-12 05:27:34.516940,Natasha Hernandez,sheri89@example.net,Female,Lake Christina,2025-04-10,Acme Cause,Books,Acme,9.27,2.83
E00043162,U006896,P001156,View,2025-10-16 05:29:48.901258,Laura Quinn,amberstark@example.net,Other,Cherrybury,2024-01-28,Harbor Hear,Books,Harbor,96.56,3.87
E00043161,U001871,P001884,Wishlist,2024-12-28 19:44:19.946038,Patricia Roach,fwyatt@example.com,Female,Port Crystalbury,2025-04-03,Everest Type,Groceries,Everest,15.66,3.23
E00043160,U004048,P000526,Wishlist,2024-12-28 16:22:13.959952,Sarah Patterson,tanner72@example.com,Other,Lake Ethanmouth,2025-09-19,NeoTech Difficult,Groceries,NeoTech,9.25,2.89
E00043159,U008349,P000099,View,2024-08-04 02:36:33.353363,Sean Dixon,hperez@example.com,Male,Thompsonburgh,2024-07-11,GreenLeaf Effort,Groceries,GreenLeaf,24.6,4.26
E00043158,U007677,P000593,View,2024-02-20 11:03:48.192171,Beverly Miller,michaelwilliams@example.net,Male,North Scott,,Willow Military,Books,Willow,82.84,4.79
E00043157,U000409,P000179,View,2025-05-09 08:42:49.718991,Dennis Hunt,brianscott@example.org,Female,Greeneshire,2025-02-09,NeoTech Movement,Home & Kitchen,NeoTech,172.42,3.28
E00043156,U003300,P001879,Cart,2025-09-25 12:25:24.984704,Robin Mejia,christianmendez@example.com,Male,North Lori,2024-08-28,NeoTech These,Groceries,NeoTech,18.51,4.81
E00043155,U003167,P001265,View,2025-07-25 04:58:37.524209,Mark Mitchell,parrishnatalie@example.net,Other,South Jack,2025-09-27,Harbor May,Clothing,Harbor,59.96,3.91
E00043153,U001021,P001716,View,2024-05-03 05:08:12.411314,Anthony Quinn,colinrodriguez@example.net,Male,Morrisbury,2024-02-16,Acme Surface,Toys,Acme,96.19,4.73
E00043152,U009249,P000215,View,2024-09-03 08:20:52.305051,Tony Peters,jason05@example.net,Female,South Danielleborough,2025-05-03,Orion High,Pet Supplies,Orion,34.28,3.08
E00043151,U004718,P001869,Cart,2024-04-12 20:01:00.180618,Joseph Richardson,msmith@example.net,Female,East Curtis,2024-01-03,Solace At,Books,Solace,8.47,4.33
E00043150,U008684,P001120,View,2025-09-01 09:43:49.663135,Julie Murphy,bowmanmegan@example.net,Other,West Kimberlybury,2025-07-14,Nimbus Lose,Toys,Nimbus,92.24,3.87
E00043149,U000008,P000099,View,2025-02-25 11:03:26.973011,Joseph Clark,jason76@example.net,Male,Thomasberg,2024-08-03,GreenLeaf Effort,Groceries,GreenLeaf,24.6,4.26
E00043148,U006036,P000677,View,2025-10-01 08:35:09.476128,Jessica Williams,hillrhonda@example.net,Female,West Jeffrey,2025-03-27,Astra Cost,Pet Supplies,Astra,17.6,3.85
E00043147,U003815,P001095,View,2025-09-27 14:23:08.257507,Nathan Lewis,rhansen@example.net,Female,Port Ronald,2025-10-16,Willow Firm,Beauty,Willow,49.87,3.58
E00043163,U009020,P000405,Purchase,2025-06-16 22:54:29.535717,Connie Evans,jamesclark@example.net,Other,West Samuel,2024-10-06,Orion Chance,Pet Supplies,Orion,7.85,4.59
E00043165,U000365,P001785,Cart,2025-09-04 19:59:13.182463,Anna Pena,xclements@example.org,Male,Port Shawn,2025-08-31,Solace Even,Clothing,Solace,90.15,4.11
E00043107,U008262,P000329,Cart,2024-08-31 00:23:27.362766,Logan Vasquez,harold25@example.org,Female,Bradshawville,2025-08-23,Astra Support,Toys,Astra,106.81,3.02
E00043166,U007585,P001427,View,2024-02-21 10:55:57.709558,Robert Sullivan,tammyhill@example.net,Female,Port Michaelbury,2024-10-06,Acme Rich,Sports,Acme,238.36,3.04
E00043182,U009230,P001585,Wishlist,2025-04-04 19:21:52.301484,Rachel Duffy,jimmy02@example.net,Male,South Pamela,2025-05-21,Everest Several,Home & Kitchen,Everest,45.55,3.37
E00043181,U005713,P000554,View,2025-07-11 11:05:25.342929,Thomas Dominguez,dewing@example.com,Male,East Markborough,2024-06-21,Everest National,Beauty,Everest,157.02,3.37
E00043180,U009559,P001175,Wishlist,2024-05-24 09:40:29.918292,Thomas Hood,debra42@example.net,Female,Rebeccaport,2024-01-30,Orion Among,Toys,Orion,22.4,3.78
E00043179,U000140,P001158,Wishlist,2024-05-08 11:20:42.636315,Rebecca Hernandez,odavis@example.com,Other,Sarahchester,2024-07-05,Nimbus When,Books,Nimbus,18.38,3.69
E00043178,U005273,P001951,View,2025-10-03 14:40:46.035759,Colin Lee,carlasmith@example.net,Male,Castanedaport,2025-07-09,Willow Perform,Pet Supplies,Willow,44.57,
E00043177,U007330,P000324,View,2024-09-20 14:33:33.965135,Joel Smith,eric65@example.net,Male,Deniseview,2025-08-19,Harbor Visit,Toys,Harbor,60.11,3.2
E00043176,U000562,P001571,Cart,2025-09-27 01:52:05.027525,Connor Garcia,ubell@example.com,Male,Jamestown,2024-01-09,Orion Garden,Groceries,Orion,,3.89
E00043175,U006142,P000611,View,2025-06-28 00:44:07.462019,Madison Stewart,riveraadam@example.org,Male,West Tyler,,Astra Production,Beauty,Astra,108.27,2.8
E00043173,U000299,P001238,Wishlist,2025-11-14 18:44:38.902389,Kimberly Cooper,paul20@example.com,Female,,2024-11-24,Pulse Positive,Clothing,Pulse,166.04,3.79
E00043172,U006378,P001928,Cart,2024-05-28 00:08:57.984372,Walter Wright,jeffreyfrancis@example.org,Female,Williamsborough,2024-11-23,Everest Coach,Beauty,Everest,31.95,3.02
E00043171,U002796,P000214,View,2024-01-12 16:33:51.108364,Dan Pacheco,kathryn64@example.com,Other,Martinezberg,2024-01-15,Everest Even,Home & Kitchen,Everest,191.69,2.53
E00043170,U009015,P001466,Cart,2025-06-10 07:14:28.225228,Maria Hamilton,dhunt@example.com,Female,West Mark,2025-07-14,Orion Fund,Beauty,Orion,104.54,3.29
E00043169,U007859,P000289,Cart,2025-10-25 00:05:51.662203,Xavier Wood,jonesjeremy@example.org,Female,North Saramouth,2024-05-28,NeoTech Position,Books,NeoTech,68.32,4.84
E00043168,U003159,P000489,View,2025-05-26 05:10:38.732111,James Young,simmonsjoseph@example.org,Female,,2024-05-18,NeoTech Conference,Groceries,NeoTech,5.11,2.51
E00043167,U004108,P001857,View,2024-04-12 07:59:38.516505,Patrick George,jessicamcdonald@example.net,Other,Lake Monica,,GreenLeaf Improve,Toys,GreenLeaf,92.99,3.23
E00043146,U001900,P000801,Purchase,2025-09-29 15:41:25.774185,Emily Sweeney,michaellopez@example.net,Other,New Thomastown,2024-04-14,Everest Voice,Pet Supplies,Everest,31.7,3.86
E00043145,U008859,P001565,View,2025-08-02 18:58:55.698319,Anna Blake,tina94@example.net,Male,East Christian,2025-10-09,Pulse Decision,Toys,Pulse,50.01,4.5
E00043143,U001839,P001966,Cart,2024-08-21 04:37:04.531643,Cynthia Santos,ashleyjames@example.com,Female,North Heather,2024-03-16,Astra These,Books,Astra,77.21,3.83
E00043142,U008219,P001722,View,2025-01-31 00:49:02.953650,Olivia Nichols,smyers@example.com,Female,South Barryborough,2024-04-09,Everest Religious,Home & Kitchen,Everest,80.1,3.51
E00043122,U003215,P000681,View,2024-10-12 09:51:17.161769,Shelia Baker,ksexton@example.com,Other,West Robertview,2025-03-13,Acme Keep,Electronics,Acme,1708.2,2.93
E00043121,U001016,P001103,View,2024-08-24 10:22:47.470380,Lisa Hernandez,stephen96@example.org,Other,Austinmouth,2024-11-13,GreenLeaf Old,Books,GreenLeaf,117.92,4.09
E00043120,U000829,P001805,View,2024-09-12 12:11:08.776414,Lisa Everett,,Other,Lindatown,2025-11-14,GreenLeaf Hear,Groceries,GreenLeaf,11.37,2.55
E00043119,U006122,P000525,View,2024-11-27 21:18:02.972397,Alicia Singh,stevenhale@example.com,Female,Port Caitlyn,2025-02-07,GreenLeaf According,Books,GreenLeaf,28.04,4.3
E00043118,U006795,P001959,Cart,2024-03-15 00:33:51.327535,Hannah Zimmerman,uclark@example.com,Other,North Amanda,2025-01-10,Everest Television,Automotive,Everest,120.33,2.99
E00043117,U007136,P000921,View,2025-10-20 00:14:09.103874,Martin Carter,greenjames@example.org,Other,Lake Loritown,2024-08-09,Acme Military,Home & Kitchen,Acme,47.82,4.8
E00043116,U001921,P000937,View,2024-04-12 12:19:55.025621,Carla Brennan,lesliecoleman@example.org,Female,Port Henry,2024-08-23,Acme Computer,Electronics,Acme,401.3,4.38
E00043115,U006887,P000695,View,2025-04-09 13:01:58.787331,Cheryl Webb,eharris@example.org,Other,New Jamesville,2024-11-12,Harbor Action,Beauty,Harbor,35.1,4.79
E00043114,U002770,P001223,View,2025-02-14 06:41:51.316221,Stephanie Meyer,dakota45@example.com,Female,South Steven,2025-02-16,GreenLeaf Age,Books,GreenLeaf,46.87,4.18
E00043113,U006329,P000156,View,2024-01-16 13:53:13.728950,Anthony Osborn,ricky66@example.org,Male,Nicoletown,2025-03-09,Harbor Difference,Books,Harbor,51.52,4.34
E00043112,U009853,P000915,Cart,2025-04-24 14:12:06.208038,Wesley Chambers,juliebell@example.org,Female,Port Alexa,2025-09-20,Solace Subject,,Solace,231.62,3.62
E00043111,U005418,P000418,View,2024-02-21 08:28:25.536539,Adam Wong,aarontapia@example.com,Other,,2024-09-30,GreenLeaf Later,Electronics,GreenLeaf,1413.41,3.87
E00043110,U002482,P000967,Cart,2024-08-26 10:30:13.219562,Victoria Jackson,jack74@example.org,Female,Pittmanfurt,2024-01-20,Astra Tend,Clothing,Astra,106.52,3.3
E00043109,U000611,P000386,Cart,2025-08-09 09:26:48.668152,Danielle Silva,kimberlywang@example.org,Other,North Amandamouth,2024-02-07,Pulse Born,Automotive,Pulse,495.1,3.61
E00043108,U005611,P000555,View,2025-10-25 11:32:48.740755,Julie Hernandez,drew05@example.net,Other,Harriston,2024-01-20,Acme Of,Electronics,Acme,1407.61,2.52
E00043123,U003499,P000979,View,2025-11-06 18:50:11.354024,Michael Chapman,amandawarren@example.net,Other,Bowersstad,2025-02-26,,Home & Kitchen,Solace,23.87,3.53
E00043124,U002633,P001190,View,2024-08-05 21:01:06.916638,Christopher Jennings,tara62@example.com,Female,Morrisville,2025-10-22,Orion Once,Home & Kitchen,Orion,157.51,3.0
E00043125,U003813,P001332,View,2024-09-06 00:49:24.804041,Sarah Webb,jeffrey98@example.org,Female,West Tiffanyshire,2024-01-20,Orion Moment,Books,Orion,27.08,3.17
E00043134,U009545,P001284,View,2025-08-06 12:28:57.460958,Kimberly Ellis,sextonchristopher@example.com,Other,,2025-01-02,Pulse Can,Beauty,Pulse,153.71,3.81
E00043140,U002952,P000211,View,2025-07-09 00:42:06.761577,Angela Nash,wardbrandy@example.net,Male,Ricardomouth,2024-11-22,Acme Performance,Toys,Acme,104.68,4.68
E00043139,U005764,P000562,View,2025-01-10 13:31:53.901433,Mark Huffman,debra12@example.net,Other,West Michaelshire,2025-10-03,Willow Exist,Clothing,Willow,23.79,3.15
E00043138,U009311,P001746,View,2025-05-27 16:20:02.108888,Samuel Morris,jclark@example.net,Male,North Jeffreyport,2024-02-16,Solace Step,Beauty,Solace,32.16,4.14
E00043137,U007203,P000435,View,2025-01-11 17:56:38.264731,Jessica Graves,michael97@example.org,Female,Leeview,2024-01-24,Astra Least,Books,Astra,115.46,3.81
E00043136,U003573,P001449,Cart,2025-01-06 02:44:04.363157,Jamie Duncan,henrybailey@example.net,Female,South Johnbury,2024-06-26,Pulse Weight,Automotive,Pulse,354.29,4.18
E00043135,U005200,P000953,Cart,2024-04-09 02:11:20.111142,Lynn Crane,judymueller@example.org,Other,Ericview,2024-01-11,Everest Century,Sports,Everest,163.08,4.47
E00043133,U007597,P000377,View,2025-02-10 21:53:00.705897,Brenda Mitchell,natalie18@example.org,,West Daniel,2024-01-16,GreenLeaf Eat,Toys,GreenLeaf,95.77,3.38
E00043126,U007552,P001289,View,2025-10-06 21:50:57.977756,Nathan Harrison,karen69@example.com,Female,South Lindsey,2025-04-08,Zenith About,Pet Supplies,Zenith,66.74,
E00043132,U009194,P001408,View,2024-02-20 09:38:49.932266,Renee Hill,blackburnjulia@example.org,Male,Millerfort,2024-08-27,Astra Option,Home & Kitchen,Astra,183.59,3.37
E00043131,U009201,P001387,View,2025-02-27 05:11:19.988123,Jennifer Perkins,brian54@example.org,Female,North Paul,2024-07-22,Harbor Success,Sports,Harbor,20.14,4.45
E00043130,U000031,P001171,View,2024-08-30 17:05:16.787330,Scott Thornton,rodriguezsierra@example.net,Female,New Barry,2024-04-20,Zenith Memory,Clothing,Zenith,208.75,3.46
E00043129,U003457,P001865,View,2024-08-19 15:47:02.818570,James Brown,nryan@example.net,Male,Karenfurt,2025-07-08,Everest Mrs,Books,Everest,46.77,3.49
E00043128,U007255,P000839,Cart,2024-02-21 23:58:32.895913,William Foster,timothyevans@example.com,Female,,2024-01-15,Harbor Simple,Books,Harbor,67.27,2.64
E00043127,U006139,P001464,View,2025-11-13 22:41:20.296211,Michelle Rosales,james88@example.org,Male,East Reneemouth,2025-10-24,Pulse Production,Beauty,Pulse,28.37,2.54
E00043029,U000829,P001889,View,2025-03-05 06:53:22.110007,Lisa Everett,,Other,Lindatown,2025-11-14,Astra Lead,Electronics,Astra,188.48,3.63
E00043027,U001227,P001850,Wishlist,2024-06-08 05:41:41.011618,Cynthia Trevino,meganpotter@example.org,Other,Garrisonview,2025-04-10,Willow Amount,Beauty,Willow,129.49,3.7
E00042868,U009423,P000478,Purchase,2024-04-12 03:19:27.783070,Jennifer Lewis,zyates@example.com,Other,East Robertamouth,2024-10-18,Zenith Within,Clothing,Zenith,199.79,2.66
E00042926,U003561,P001629,View,2025-09-10 23:32:58.412768,Kaitlyn Jensen,rodneythomas@example.net,Male,Rebeccaberg,2025-10-04,NeoTech Hope,Electronics,NeoTech,926.42,
E00042923,U003499,P000909,View,2024-02-03 03:54:30.107618,Michael Chapman,amandawarren@example.net,Other,Bowersstad,2025-02-26,Orion Head,Pet Supplies,Orion,72.71,3.86
E00042922,U007479,P001123,Purchase,2024-11-17 14:11:06.011022,Sherry Bryant,brownrobert@example.com,Other,Lowerytown,2025-09-13,NeoTech May,Groceries,NeoTech,5.79,4.63
E00042921,U005392,P000807,View,2024-12-05 16:33:59.713780,Danielle Nelson,glenmiller@example.org,Other,North Gabrielside,2024-08-03,Nimbus Financial,Electronics,Nimbus,1205.1,3.41
E00042920,U002043,P000110,View,2024-04-02 20:36:55.543648,Kelly Jones,smithroberta@example.net,Female,Burkeland,2025-01-05,Zenith Coach,Clothing,Zenith,154.67,2.5
E00042918,U005687,P001275,View,2024-10-10 05:10:27.573649,Kevin Randall,christopher58@example.com,Female,Ortizburgh,2024-05-02,Nimbus Bad,Toys,Nimbus,77.34,2.56
