review_id,order_id,product_id,user_id,rating_x,review_text,review_date,name,email,gender,city,signup_date,product_name,category,brand,price,rating_y
R00036907,O00016934,P000198,U001456,2.0,Highly recommend this brand.,2025-05-29 01:35:56.765617,Robert Bullock,jessicaward@example.com,Female,Whitneyside,2025-04-04,Orion Face,Electronics,Orion,1352.63,4.66
R00018936,O00008741,P001651,U002437,3.0,Item arrived damaged.,2024-10-29 03:29:58.883697,Jacqueline Williams,jfletcher@example.com,Female,North Williamberg,2024-01-26,Acme Those,Toys,Acme,109.53,3.57
R00026366,O00012150,P000709,U002559,3.0,Works perfectly!,2025-06-18 19:58:22.941632,Mary Ruiz,bradley71@example.net,Male,North Benjamin,2025-02-15,Everest Unit,Sports,Everest,142.68,4.49
R00013441,O00006186,P000488,U004376,4.0,Highly recommend this brand.,2024-03-22 19:27:47.050050,Michael Jones,,Female,Smithberg,2024-04-24,Solace Level,Home & Kitchen,Solace,264.67,4.59
R00000096,O00000038,P001868,U004419,4.0,"Not as expected, quality is poor.",2024-03-20 07:45:13.949241,David Gonzalez,xleblanc@example.org,Male,Jessicaport,2024-03-06,Nimbus Foot,Sports,Nimbus,299.8,4.4
R00020365,O00009410,P001622,U000154,3.0,Item arrived damaged.,2025-05-05 08:12:06.408473,Rhonda Mendez,yhill@example.org,Other,Lake Danastad,2025-05-12,Willow Break,Beauty,Willow,5.29,2.62
R00027267,O00012542,P001745,U002962,3.0,Value for money.,2025-03-09 16:43:22.926482,Nathan Richardson,mario36@example.org,Female,South Dannyhaven,2025-02-22,Solace Particular,Home & Kitchen,Solace,157.71,
R00003178,O00001440,P000103,U000993,4.0,Highly recommend this brand.,2024-01-07 02:36:17.621652,Kathleen Smith,tara90@example.com,Male,South Daniel,2024-04-26,Harbor Two,Books,Harbor,13.77,2.7
R00037246,O00017098,P001172,U007168,4.0,Highly recommend this brand.,2024-10-27 05:48:03.147491,Christine Freeman,hannah84@example.org,,Cummingston,2024-06-04,NeoTech Attack,Home & Kitchen,NeoTech,179.46,3.63
R00031261,O00014356,P000647,U007243,2.0,Customer service was helpful.,2024-07-10 20:58:43.525628,Brenda Grant,johnmorgan@example.org,Male,New Sarahview,2024-09-22,Pulse Off,Books,Pulse,26.05,3.84
R00041862,O00019205,P000009,U009967,5.0,Fast shipping and good packaging.,2025-03-17 08:55:15.553018,Justin Kelly,jessica13@example.com,Female,Veronicaton,2025-06-01,Harbor Go,Home & Kitchen,Harbor,253.18,4.44
R00005840,O00002650,P001828,U000829,4.0,Customer service was helpful.,2024-02-11 09:29:57.159778,Lisa Everett,,Other,Lindatown,2025-11-14,Willow Cost,Books,Willow,54.83,3.05
R00032969,O00015135,P000635,U002426,4.0,Highly recommend this brand.,2025-07-06 01:54:25.083092,Kevin Rodriguez,adamstephens@example.org,Female,New Sabrinafort,2024-09-10,Acme Provide,Books,Acme,14.99,3.14
R00014796,O00006817,P001798,U000909,5.0,Decent product for the price.,2025-09-23 11:58:13.283802,Sandra Gillespie,munozgregory@example.net,Male,Carolchester,2024-03-21,Harbor Reflect,Beauty,Harbor,116.24,3.05
R00002478,O00001141,P000643,U002593,3.0,"Excellent product, will buy again.",2025-07-10 19:57:29.944595,Kyle Parker,jasongarza@example.org,Female,Shawnhaven,2024-09-14,Willow Age,Clothing,Willow,105.35,4.41
R00033088,O00015197,P000299,U002867,4.0,Highly recommend this brand.,2025-08-22 01:55:31.751937,Julie Cross,mray@example.org,Male,Garciamouth,2025-05-21,Zenith Partner,Automotive,Zenith,291.45,3.06
R00023939,O00011047,P000965,U006234,3.0,"Not as expected, quality is poor.",2025-09-09 04:52:28.802087,Haley Simpson,scottlisa@example.com,Female,West Crystalport,2025-10-02,Acme Off,Electronics,Acme,295.84,3.93
R00028171,O00012961,P001119,U003347,5.0,Value for money.,2025-09-29 11:49:34.103921,David Wall,richmondlarry@example.net,Female,Josephberg,2025-06-14,Nimbus Minute,Beauty,Nimbus,74.08,3.62
R00031620,O00014519,P000401,U002584,4.0,Fast shipping and good packaging.,2025-06-19 12:14:26.350104,Roberto Sanchez,robinhancock@example.org,Other,Jordanton,2025-03-23,Astra Discuss,Automotive,Astra,291.84,4.53
R00021684,O00010009,P001985,U003092,3.0,Fast shipping and good packaging.,2025-10-25 13:43:02.957996,Luke Knox,tammyhayden@example.com,Other,New Lindsay,2025-08-31,Solace System,Sports,Solace,18.84,4.59
R00025906,O00011942,P001775,U003471,2.0,Color was different from images.,2025-07-17 15:14:24.847327,John Mckenzie,erikacarter@example.org,Male,North Gary,2025-09-26,Zenith Religious,Groceries,Zenith,23.52,4.55
R00031152,O00014312,P001273,U001881,3.0,Decent product for the price.,2025-04-09 18:27:19.633155,Edward Stewart,phall@example.com,Male,Lake Ricky,2024-05-29,NeoTech Heart,Books,NeoTech,9.74,3.1
R00004431,O00002020,P001163,U001138,3.0,"Not as expected, quality is poor.",2025-03-03 02:24:44.711252,Susan Fisher,raymondholmes@example.org,Other,Drakestad,2024-01-24,Everest Child,Home & Kitchen,Everest,103.97,3.81
R00003558,O00001610,P000154,U007488,4.0,Value for money.,2024-09-26 15:08:47.386665,Jason Duncan,clairewilson@example.com,Male,West Charlene,2025-05-07,Harbor Bill,Toys,Harbor,32.06,4.21
R00018782,O00008676,P001588,U000198,5.0,Fast shipping and good packaging.,2025-04-24 16:24:44.446503,Tracy Nolan,dstokes@example.org,Female,Bryantton,2025-05-05,GreenLeaf Without,Beauty,GreenLeaf,132.56,3.78
R00005417,O00002467,P000265,U002011,4.0,Item arrived damaged.,2024-02-01 20:45:05.042105,David Allen,stephenjohnson@example.net,Female,East Tonya,2024-02-06,GreenLeaf Move,Home & Kitchen,GreenLeaf,163.19,4.52
R00028948,O00013316,P001861,U009868,3.0,Fast shipping and good packaging.,2025-10-08 18:16:28.257587,Kylie Cole,browncassandra@example.org,Male,Simonmouth,2025-05-09,Acme Must,Books,Acme,47.06,3.54
R00034205,O00015700,P000485,U004374,3.0,Fast shipping and good packaging.,2024-12-21 07:41:14.386440,Kristi Rios,,Male,South Chadside,2025-03-06,NeoTech Several,Groceries,NeoTech,9.97,2.59
R00040479,O00018554,P001691,U000702,2.0,"Not as expected, quality is poor.",2024-06-15 18:33:54.989508,Ryan Martin,taylorkim@example.net,Other,New Regina,2024-11-02,Everest Stop,Automotive,Everest,893.72,3.78
R00010441,O00004807,P000169,U003547,4.0,Customer service was helpful.,2024-08-20 03:32:49.179847,Stephanie Bennett,michael59@example.org,Female,West Rachel,2024-08-21,Acme Production,,Acme,21.36,3.9
R00023349,O00010771,P001196,U001054,4.0,Item arrived damaged.,2025-06-17 21:23:34.972225,Mark Watson,bjones@example.com,Male,North Mark,2024-06-11,Orion Near,Home & Kitchen,Orion,283.47,4.24
R00029576,O00013595,P000775,U009543,2.0,Decent product for the price.,2024-05-02 16:23:29.507165,Nancy Hughes,brandonlawrence@example.org,Other,Fisherport,2025-03-27,Everest Real,Clothing,Everest,69.1,3.82
R00025756,O00011874,P001733,U007766,4.0,Value for money.,2025-10-04 22:47:06.727928,Ronald Pham,qbailey@example.org,Female,Adamsmouth,2024-08-04,Zenith Hour,Clothing,Zenith,166.64,3.39
R00001537,O00000692,P001153,U003305,3.0,Decent product for the price.,2025-03-17 02:59:45.769723,Nathan Cook,gonzalezmeghan@example.org,Female,Lake Markland,2024-04-21,NeoTech Car,Home & Kitchen,NeoTech,19.55,4.17
R00010620,O00004886,P000654,U008159,2.0,Value for money.,2025-03-03 23:21:22.682321,Donna Murray,gerald32@example.com,Female,Snyderborough,2024-09-24,Pulse Run,Toys,Pulse,20.06,3.74
R00000543,O00000243,P000787,U004073,4.0,Highly recommend this brand.,2024-11-20 01:30:32.072320,Benjamin Lloyd,mitchellkrista@example.net,Male,North Brandonville,2025-03-11,Acme Attack,Toys,Acme,62.47,2.69
R00025904,O00011941,P000758,U003127,4.0,Color was different from images.,2024-07-08 05:27:40.430451,Matthew Shepherd,beth81@example.org,Male,Tinachester,2024-05-20,NeoTech Guess,Automotive,NeoTech,236.7,4.54
R00038092,O00017465,P000363,U008131,4.0,Fast shipping and good packaging.,2025-02-13 07:26:35.928734,Kayla Smith,spencer42@example.com,Male,New Jeremy,2025-05-03,GreenLeaf Team,Beauty,GreenLeaf,61.12,4.08
R00037279,O00017112,P001527,U002888,4.0,Item arrived damaged.,2024-11-22 15:47:31.000096,Emily Livingston,jessetaylor@example.com,Other,New Jennifer,2025-02-18,Willow Result,Electronics,Willow,2035.42,3.87
R00029388,O00013508,P001796,U008163,3.0,Customer service was helpful.,2024-09-01 06:35:57.686647,Amanda Hobbs,victoria17@example.org,Female,Tranland,2024-08-01,Zenith Military,Pet Supplies,Zenith,45.72,4.68
R00007545,O00003436,P000813,U007611,4.0,Works perfectly!,2024-09-11 23:09:47.556911,Kathy Green,,Other,Port Daniel,2025-08-08,,Clothing,Orion,205.74,2.69
R00035052,O00016097,P001868,U008545,4.0,Item arrived damaged.,2025-08-07 14:12:51.361476,Nicholas Reynolds,uwright@example.net,Female,Burkestad,2024-08-27,Nimbus Foot,Sports,Nimbus,299.8,4.4
R00022096,O00010204,P001194,U008014,4.0,Color was different from images.,2024-01-22 09:19:13.244453,Michael Parker,dmoore@example.com,Other,Petersonfort,2025-09-26,Solace Part,Pet Supplies,Solace,15.63,3.43
R00000123,O00000050,P000412,U008607,2.0,Fast shipping and good packaging.,2025-09-26 11:00:17.967564,Bradley Bailey,mcneiltony@example.com,Other,Crosbyhaven,2024-02-15,Orion News,Home & Kitchen,Orion,225.99,4.0
R00029506,O00013562,P001527,U002814,3.0,Works perfectly!,2024-08-31 02:27:29.154049,Patricia Olson,calexander@example.com,Male,West Michaelville,2025-06-25,Willow Result,Electronics,Willow,2035.42,3.87
R00034144,O00015671,P001622,U000429,1.0,Highly recommend this brand.,2024-11-13 02:40:39.742601,Raymond Goodman,charles27@example.com,Male,Jefferyshire,2024-07-15,Willow Break,Beauty,Willow,5.29,2.62
R00017416,O00008042,P000068,U008380,3.0,"Not as expected, quality is poor.",2025-04-25 17:50:43.749047,Casey Diaz,xparrish@example.net,Other,West Ralphshire,2024-11-25,Acme Fire,Clothing,Acme,,3.76
R00036286,O00016668,P001207,U008121,4.0,Decent product for the price.,2024-09-16 23:40:40.753142,Susan Sims,archermichele@example.net,Other,Juliamouth,2025-02-16,Zenith War,Beauty,Zenith,28.52,3.88
R00041996,O00019270,P001329,U002996,5.0,Decent product for the price.,2024-09-02 02:25:17.918831,Jason Gray,jonesamber@example.org,Other,West Paultown,2024-08-01,Willow Mean,Sports,Willow,168.63,3.55
R00004537,O00002069,P001557,U003400,4.0,Color was different from images.,2024-08-21 13:59:31.279571,Donna Walsh,sallen@example.com,Male,Lopezland,2024-10-26,Acme Wait,Pet Supplies,Acme,75.93,4.14
R00009314,O00004274,P001943,U001097,5.0,Decent product for the price.,2025-06-25 04:09:01.934626,Joe Murray,vrobertson@example.net,Male,North Ronaldland,2025-10-18,Nimbus More,Groceries,Nimbus,30.26,3.29
R00024064,O00011104,P001158,U003075,5.0,Fast shipping and good packaging.,2024-12-11 11:32:13.011014,James Martin,andre19@example.com,Other,East Sydneybury,2025-02-12,Nimbus When,Books,Nimbus,18.38,3.69
R00036364,O00016701,P001424,U004874,3.0,"Excellent product, will buy again.",2024-08-17 22:30:14.415884,Amy Church,kholmes@example.com,Female,Christianport,2025-11-12,GreenLeaf Bill,Clothing,GreenLeaf,85.29,4.72
R00020295,O00009379,P001293,U004498,1.0,Color was different from images.,2025-10-20 17:46:16.700948,Richard Harper,raymichael@example.net,Other,Danielfurt,2025-07-09,Zenith Without,,Zenith,9.53,3.3
R00001559,O00000702,P000664,U004882,1.0,Works perfectly!,2024-05-10 20:59:14.959984,Janice Gonzalez,stephen57@example.net,Other,Powellton,2025-08-30,Harbor Size,Automotive,Harbor,675.42,3.75
R00013368,O00006149,P001118,U001593,1.0,Color was different from images.,2024-01-17 19:54:42.805941,Daniel Carey,danieldaniel@example.com,,Port Robert,2024-07-19,Willow Attorney,Sports,Willow,96.96,3.75
R00008201,O00003751,P000727,U004849,4.0,Decent product for the price.,2024-11-20 00:00:46.573012,Michael Ingram,fieldsmary@example.org,Other,West Johnview,2025-09-24,Pulse Miss,Beauty,Pulse,133.58,3.13
R00029815,O00013703,P000095,U004528,3.0,Works perfectly!,2024-12-06 18:45:08.413324,Michael Li,lmaynard@example.net,Female,Lake Nicholas,2024-10-13,NeoTech Certainly,Clothing,NeoTech,121.02,4.88
R00016150,O00007467,P001241,U009313,2.0,Works perfectly!,2024-11-02 00:13:01.612453,Anthony West,xsawyer@example.org,Female,North Jesusshire,2024-01-04,Harbor Foot,Sports,Harbor,14.81,
R00030026,O00013801,P001269,U005449,4.0,Value for money.,2024-04-04 07:18:16.318625,Laura Velasquez,enielsen@example.com,Other,Andrewfurt,2024-07-17,Nimbus Start,Toys,Nimbus,40.03,3.08
R00021392,O00009887,P001563,U000598,5.0,Customer service was helpful.,2025-08-22 15:52:13.832171,Deborah Bush,devonrogers@example.net,Other,Lake Timothyshire,2024-09-07,Everest Else,Books,Everest,15.87,
R00012710,O00005836,P000196,U005920,4.0,Works perfectly!,2024-06-12 07:13:23.829383,David Mays,katherinelee@example.org,Male,Morganview,2025-08-13,Willow Expert,Beauty,Willow,11.83,3.38
R00009820,O00004508,P001062,U002465,4.0,"Excellent product, will buy again.",2024-04-06 19:48:05.351913,William Houston,snydergeorge@example.org,Female,Stanleystad,2024-02-13,Acme Paper,Sports,Acme,90.37,2.67
R00029752,O00013674,P000332,U004098,4.0,Customer service was helpful.,2025-02-26 08:42:13.491947,Susan Crawford,scotttravis@example.com,Male,South Cassandra,2024-04-14,GreenLeaf Painting,Beauty,GreenLeaf,33.02,4.55
R00012939,O00005942,P001379,U006011,4.0,Item arrived damaged.,2024-11-24 03:04:25.069338,Karen Manning,gpeterson@example.org,Other,Johnsonmouth,2025-10-17,Willow Pressure,Home & Kitchen,Willow,61.86,4.04
R00020930,O00009679,P000592,U003381,4.0,Item arrived damaged.,2025-07-29 11:43:41.454988,Debra Black,rnguyen@example.net,Other,Stefanietown,2024-10-16,Astra Receive,Electronics,Astra,320.65,4.2
R00020458,O00009456,P000590,U008236,5.0,Fast shipping and good packaging.,2024-05-21 13:06:41.693328,Patricia Thompson,jamesponce@example.org,Male,Smithchester,2024-11-02,NeoTech Protect,Beauty,NeoTech,13.34,2.68
R00041676,O00019121,P001537,U003404,4.0,"Excellent product, will buy again.",2024-09-14 00:23:37.433890,Eugene Harris,,Other,North Lee,2024-02-26,NeoTech Test,Groceries,NeoTech,9.23,4.21
R00008602,O00003938,P000208,U009557,5.0,Color was different from images.,2024-01-15 06:56:11.639807,James Acosta,sabrinapollard@example.org,Other,Ashleytown,2025-03-30,Solace Move,Automotive,Solace,826.18,2.71
R00022765,O00010511,P000184,U005424,5.0,Item arrived damaged.,2024-05-11 08:58:29.528728,Shawn Simmons,cmoran@example.org,Male,North Thomastown,2024-03-31,Astra Maintain,Toys,Astra,21.38,4.49
R00003619,O00001637,P001855,U004206,4.0,Decent product for the price.,2024-08-17 23:30:57.223023,Theresa Hamilton,taylorbruce@example.com,Female,Paulchester,2025-03-21,Acme Practice,Automotive,Acme,503.43,3.16
R00020262,O00009365,P000777,U006581,3.0,Decent product for the price.,2025-08-13 02:44:31.064370,Kevin Anderson,ambermiller@example.com,Female,Brianberg,2025-11-14,NeoTech Eye,Pet Supplies,NeoTech,27.19,4.64
R00025447,O00011747,P001543,U003883,4.0,Item arrived damaged.,2024-08-28 06:17:13.509376,Faith Conrad,rbenson@example.com,Female,South Traci,2024-12-05,Nimbus Attack,Beauty,Nimbus,147.11,3.65
R00000062,O00000025,P000494,U006241,3.0,Decent product for the price.,2024-08-28 05:31:34.421128,Dustin Davis,joshuahoffman@example.org,Male,Nicholefort,2024-05-29,Astra Test,Clothing,Astra,148.44,3.65
R00025962,O00011966,P001548,U005986,2.0,Color was different from images.,2025-01-03 10:10:55.774044,Sandra Trujillo,christianperez@example.com,Female,Alexisfurt,2025-10-18,Solace Life,Automotive,Solace,243.71,3.41
R00036661,O00016817,P001518,U003462,3.0,"Not as expected, quality is poor.",2025-08-07 15:10:43.005749,Tony Chen,jennifer68@example.net,Female,South Susan,2025-07-11,Zenith Board,Beauty,Zenith,128.53,2.94
R00019168,O00008856,P001581,U005844,4.0,Decent product for the price.,2025-08-08 20:02:36.092654,Isaac Perry,michaelmartinez@example.net,Other,Arnoldborough,2024-04-01,Everest Skin,Automotive,Everest,225.32,3.65
R00036581,O00016791,P000521,U009384,5.0,"Not as expected, quality is poor.",2025-06-20 05:22:03.315784,Alex Morris,hodgesnicole@example.com,Female,Danielview,2024-12-04,Orion Risk,Groceries,Orion,14.09,2.87
R00038184,O00017510,P001844,U000610,3.0,Item arrived damaged.,2025-01-18 14:34:07.012757,Rachel Taylor,parkerrichard@example.org,Male,Howardmouth,2025-05-15,Nimbus Size,Books,Nimbus,70.23,2.99
R00018015,O00008331,P000654,U008750,3.0,Works perfectly!,2024-07-24 06:59:24.669576,Ian Hunt,vasquezjames@example.org,Other,West Brandonfort,2025-05-31,Pulse Run,Toys,Pulse,20.06,3.74
R00016289,O00007523,P000959,U001613,4.0,Works perfectly!,2024-11-05 08:24:28.110813,Diana Levy,nguyengerald@example.net,Other,Lake Robert,2025-09-25,Astra Idea,Beauty,Astra,71.72,3.46
R00001782,O00000812,P000683,U006087,3.0,"Excellent product, will buy again.",2024-08-28 03:59:23.129724,Stephanie Manning,dawn08@example.net,Female,Mitchellton,2024-09-08,Orion Paper,Toys,Orion,15.22,4.29
R00022061,O00010185,P000234,U007020,5.0,Works perfectly!,2025-09-30 08:33:20.252424,Lori Brown,michaelrandall@example.net,,East Dana,2025-10-03,NeoTech Fear,Electronics,NeoTech,375.37,
R00012962,O00005954,P001829,U008939,3.0,"Excellent product, will buy again.",2024-02-27 14:36:37.804004,John Meyer,marissamcclure@example.net,Male,Lindsaystad,2025-09-15,Harbor Point,Clothing,Harbor,36.94,3.88
R00026222,O00012079,P000252,U001340,2.0,Color was different from images.,2024-06-16 07:03:56.403637,Andrew Day,timothywilliams@example.org,Female,Port Devin,2025-04-12,NeoTech Class,Pet Supplies,NeoTech,46.59,3.35
R00030968,O00014225,P001099,U005241,5.0,Color was different from images.,2024-10-30 09:06:22.161664,Shane Griffin,jose60@example.net,Male,Ericmouth,2025-07-12,GreenLeaf List,Books,GreenLeaf,33.06,
R00008041,O00003679,P000971,U009505,3.0,Works perfectly!,2024-09-16 04:35:36.365603,Donald Ferguson,fgoodman@example.org,Male,Amymouth,2025-09-20,Willow Tree,Groceries,Willow,21.25,3.9
R00040368,O00018502,P001703,U001194,4.0,Decent product for the price.,2025-04-20 21:42:58.493897,Dennis Brady,tiffany62@example.org,Male,Audreyside,2024-03-16,Willow Just,Beauty,Willow,165.03,3.97
R00031409,O00014421,P000949,U001099,4.0,Item arrived damaged.,2025-05-16 00:58:53.481810,Kaitlyn Payne,hsmith@example.com,Female,Jenniferview,2024-11-29,Everest Drive,Toys,Everest,19.68,4.12
R00031302,O00014373,P000605,U001923,5.0,"Excellent product, will buy again.",2025-04-17 04:38:56.391723,Keith Floyd,carla96@example.com,Female,North Melanie,2024-07-26,Zenith Dog,Clothing,Zenith,83.17,4.32
R00018059,O00008353,P001794,U001046,4.0,Decent product for the price.,2025-05-12 12:28:01.193177,Sarah Mitchell,ucoleman@example.net,,Franciscofurt,2025-10-13,Willow Treatment,Automotive,Willow,576.97,3.89
R00006636,O00003005,P001212,U005504,5.0,Customer service was helpful.,2024-06-24 01:18:18.233668,Bruce Mitchell,ledwards@example.com,Other,Jasminehaven,2024-01-28,Harbor Be,Clothing,Harbor,49.21,2.51
R00017692,O00008176,P001391,U009372,5.0,Works perfectly!,2025-08-08 21:46:09.757286,Alex Jenkins,jenna62@example.com,Other,West Ralphhaven,2024-02-22,Astra Special,Toys,Astra,65.46,4.07
R00027865,O00012815,P001973,U006464,3.0,Highly recommend this brand.,2024-06-14 01:38:33.422207,Brandi Wiggins,john28@example.com,Female,Meaganland,2025-07-18,Pulse Design,Electronics,Pulse,416.78,2.72
R00009193,O00004218,P001357,U001558,2.0,"Not as expected, quality is poor.",2025-07-15 21:36:33.706622,Robert Thomas,jeffrey44@example.org,Female,Alexanderport,2024-10-30,Nimbus Task,Groceries,Nimbus,19.99,
R00007277,O00003309,P001211,U002156,4.0,Highly recommend this brand.,2024-10-06 10:44:09.734908,Tammy Wyatt,denniswilliams@example.com,Female,New Alice,2025-07-12,Pulse Major,Home & Kitchen,Pulse,9.28,2.64
R00010032,O00004604,P001726,U009408,3.0,Color was different from images.,2025-09-09 07:50:42.692538,Paul West,katie61@example.org,Other,North Misty,2024-07-16,Zenith Control,Toys,Zenith,25.89,4.41
R00033969,O00015594,P001486,U009166,3.0,"Excellent product, will buy again.",2025-04-01 17:33:12.113639,Bonnie Bryant,cruzbrittany@example.com,Male,Langmouth,2025-03-17,Acme Key,Home & Kitchen,Acme,151.5,3.04
R00040476,O00018553,P001980,U003193,3.0,Color was different from images.,2024-02-10 05:09:57.969761,John Roberts,cindy55@example.com,Other,North Roger,2024-08-18,Solace Door,Automotive,Solace,59.9,3.96
R00006050,O00002737,P000578,U009369,4.0,"Not as expected, quality is poor.",2024-07-12 01:35:12.690443,Connor Moore,jeremyramirez@example.org,Other,West Stevenview,2024-07-09,Nimbus Development,Home & Kitchen,Nimbus,390.19,2.59
R00023667,O00010914,P000055,U005461,2.0,"Not as expected, quality is poor.",2024-11-01 22:52:08.409444,Heather Brown,williamssteven@example.org,Other,Zimmermanfort,2025-08-02,Astra Our,Electronics,Astra,949.73,3.51
R00025404,O00011724,P001071,U000231,2.0,Item arrived damaged.,2025-03-28 06:25:12.172285,Paul Miller,ashleyjackson@example.com,Female,East Joseph,2024-07-18,Willow Protect,Electronics,Willow,704.13,3.31
R00024725,O00011402,P000219,U005504,5.0,"Excellent product, will buy again.",2024-04-27 22:44:23.287256,Bruce Mitchell,ledwards@example.com,Other,Jasminehaven,2024-01-28,NeoTech Film,Pet Supplies,NeoTech,82.2,2.96
R00042386,O00019463,P000717,U005583,3.0,Value for money.,2025-09-27 04:48:06.979612,Joseph Stuart,patrickrodriguez@example.net,Male,Brownmouth,2024-04-05,Astra Nation,Books,Astra,53.24,4.54
R00033668,O00015464,P000349,U001748,5.0,Value for money.,2024-07-25 12:45:39.086544,Kyle Johnson,prestoncory@example.org,,South Kimberlyfurt,2025-03-06,Zenith Need,Electronics,Zenith,474.22,3.07
R00039126,O00017934,P001502,U006348,5.0,Fast shipping and good packaging.,2024-01-10 18:36:13.972797,Bruce Mcdonald,angelacohen@example.com,Female,Jesustown,2024-05-18,Willow Dark,Pet Supplies,Willow,71.02,3.29
R00036448,O00016739,P001351,U005502,5.0,Works perfectly!,2025-04-21 14:11:07.671328,Benjamin Juarez,,Male,Sherriland,2024-01-04,GreenLeaf Billion,Pet Supplies,GreenLeaf,40.72,3.4
R00032262,O00014820,P000638,U002386,4.0,Customer service was helpful.,2024-07-02 23:36:23.209261,Elizabeth Dickson,,Female,,2025-09-21,Everest Beautiful,Toys,Everest,76.4,3.45
R00025916,O00011945,P000049,U001632,4.0,Highly recommend this brand.,2025-02-18 17:46:50.309976,Michelle Ray,tina29@example.com,Other,Andersonshire,2025-09-22,NeoTech Help,Home & Kitchen,NeoTech,12.72,4.6
R00009434,O00004333,P001929,U004358,4.0,Highly recommend this brand.,2024-11-25 20:33:58.801980,Theresa Newton,samantha76@example.com,Male,Port Kayla,2025-03-02,Willow Front,Books,Willow,90.65,4.04
R00004404,O00002009,P001411,U006310,4.0,Value for money.,2024-01-15 06:52:14.730449,Evan Nash,combsdaniel@example.org,Male,Watersmouth,2024-04-23,Astra Support,Clothing,Astra,52.89,3.58
R00039083,O00017913,P000475,U001031,3.0,Highly recommend this brand.,2025-10-06 16:08:51.452584,Antonio Fisher,matthewhubbard@example.org,Male,New Lisa,2025-03-22,Willow Also,Home & Kitchen,Willow,191.79,3.42
R00014364,O00006612,P001931,U008476,5.0,Works perfectly!,2025-03-23 13:55:54.211710,Patrick Hughes,alvaradojohn@example.net,Male,Craigbury,2024-07-10,Orion Make,Clothing,Orion,40.77,3.91
R00015030,O00006921,P001689,U003499,2.0,Works perfectly!,2024-07-19 15:16:39.323721,Michael Chapman,amandawarren@example.net,Other,Bowersstad,2025-02-26,Willow Condition,Sports,Willow,297.5,3.32
R00018363,O00008483,P001681,U009132,4.0,Works perfectly!,2024-05-19 04:57:12.351775,Caleb Baker,jennifer72@example.net,Other,,2024-08-22,Astra Compare,Books,Astra,6.08,2.81
R00038260,O00017540,P001953,U005541,4.0,"Excellent product, will buy again.",2024-05-03 22:58:10.799990,Robert Vaughn,christopherrich@example.org,Male,Angelatown,2024-07-03,Orion International,Electronics,Orion,955.5,4.13
R00014736,O00006794,P001823,U008915,3.0,"Not as expected, quality is poor.",2025-04-27 09:00:54.514352,George Roberts,rpierce@example.org,Other,Rodrigueztown,2024-02-19,Willow Bit,Sports,Willow,215.56,2.59
R00016855,O00007784,P000576,U004266,4.0,Fast shipping and good packaging.,2024-05-28 11:35:03.565215,Brianna Bennett,paynekimberly@example.net,Male,New Stevenmouth,2025-10-13,Zenith Air,Pet Supplies,Zenith,9.8,4.48
R00005405,O00002462,P001690,U006820,3.0,Fast shipping and good packaging.,2024-05-19 21:42:03.333585,Justin Brennan,rmartin@example.net,Male,Port Eric,2025-07-06,Solace Professional,Sports,Solace,257.99,4.19
R00030840,O00014165,P000218,U000391,5.0,Fast shipping and good packaging.,2024-05-08 03:03:04.312639,Amanda Taylor,irobles@example.com,,West Erica,2024-11-20,Harbor Last,Electronics,Harbor,234.99,2.93
R00014086,O00006484,P000650,U007252,4.0,Item arrived damaged.,2025-06-23 14:52:09.113327,Tammy Fox,roberthenderson@example.org,Other,Wilsonton,2024-06-27,Everest Parent,Sports,Everest,235.46,4.24
R00032180,O00014777,P001048,U002966,1.0,Fast shipping and good packaging.,2024-11-23 11:20:11.127269,Paul Dean,,Male,West Stephanie,2024-11-19,Astra Beyond,Electronics,Astra,871.92,2.95
R00026216,O00012078,P000263,U007031,5.0,"Not as expected, quality is poor.",2025-02-26 14:29:14.726777,Alexander Perry,hernandezantonio@example.org,Other,West Mikemouth,,Solace Most,Groceries,Solace,12.76,3.47
R00023178,O00010694,P001618,U005577,5.0,Value for money.,2024-08-19 10:23:33.054048,Laura Bowman,richardwiggins@example.org,Other,Brianland,2025-01-28,Acme Drug,Pet Supplies,Acme,43.35,3.7
R00027392,O00012600,P000326,U005932,5.0,Highly recommend this brand.,2024-12-04 04:33:11.232116,Kristen Grant,garciaangela@example.org,Female,South Erikafort,2024-09-29,Acme Financial,Groceries,Acme,2.75,4.0
R00040105,O00018388,P000157,U008046,4.0,Highly recommend this brand.,2024-07-31 19:37:40.853367,Jason Proctor,icole@example.org,Other,Rodriguezborough,2024-08-27,GreenLeaf Ask,Beauty,GreenLeaf,195.21,4.02
R00038372,O00017589,P000759,U002668,4.0,Item arrived damaged.,2025-06-13 22:08:00.959775,Jake Munoz,frederick49@example.org,Other,Sullivanbury,2024-02-20,Acme Gun,Nan,Acme,153.06,4.01
R00009866,O00004527,P001469,U005516,2.0,Customer service was helpful.,2024-02-07 20:14:26.335123,Heidi Brown,zwiley@example.net,Female,Elizabethfurt,2025-07-27,Orion Method,Clothing,Orion,88.87,2.85
R00025844,O00011911,P001491,U009129,3.0,Fast shipping and good packaging.,2024-09-25 00:33:11.913892,Cassandra Reed,hguzman@example.net,Other,,2024-05-06,Zenith Society,Sports,Zenith,153.2,4.47
